turbine [MW],site,seed,LCOE [€/MWh],avg_water_depth [m],AEP [GWh],AEP without wake loss [GWh],Wake loss [%],Monopile Cost [M€],Monopile Tax [M€],CAPEX [M€],Turbine Tax [M€]
10,EIB2,6,60.78739151777951,-44.29369539420595,7416.299599928475,7665.319126695645,3.248651786719773,1007.2027154565446,0.0,4200001007.2027154,0.0
10,EIB2,7,60.78433785779611,-44.22132188399016,7416.07259807754,7665.319126695645,3.251613200943792,1006.659914129926,0.0,4200001006.659914,0.0
10,EIB2,8,60.790524921104414,-44.18800981870909,7414.95885711272,7665.319126695645,3.2661428108192907,1006.4100736403182,0.0,4200001006.4100738,0.0
10,EIB2,9,60.78113581695091,-44.139610940603184,7415.783628726844,7665.319126695645,3.255383028995574,1006.047082054524,0.0,4200001006.047082,0.0
10,EIB2,10,60.77848264293428,-44.26987146949489,7417.27573855188,7665.319126695645,3.235917305515914,1007.0240360212116,0.0,4200001007.024036,0.0
17,EIB1N,1,59.799145639403335,-41.97561472247739,3754.664109265284,3881.371544252774,3.2645015696863364,493.5887990620654,0.0,2094400493.588799,0.0
17,EIB1N,2,59.794536778482055,-42.054803497846464,3755.3315252423326,3881.371544252774,3.247306205381742,493.8849650819458,0.0,2094400493.8849647,0.0
17,EIB1N,3,59.81455887770605,-41.9539553834715,3753.5122057233366,3881.371544252774,3.2941793144941625,493.5077931341833,0.0,2094400493.5077927,0.0
17,EIB1N,4,59.75535727718447,-41.98280639885916,3757.698703143588,3881.371544252774,3.186318024418743,493.6156959317332,0.0,2094400493.615696,0.0
17,EIB1N,5,59.78866308034316,-41.974652673577296,3755.378206432882,3881.371544252774,3.246103507056751,493.585200999179,0.0,2094400493.585201,0.0
17,EIB1N,6,59.79214726017261,-41.94011427683325,3754.986045468649,3881.371544252774,3.2562071768487773,493.4560273953563,0.0,2094400493.4560275,0.0
17,EIB1N,7,59.81378044666558,-42.01604515344804,3753.841097789918,3881.371544252774,3.28570571018106,493.7400088738957,0.0,2094400493.7400088,0.0
17,EIB1N,8,59.76969832152667,-41.95900472643976,3756.60904790024,3881.371544252774,3.2143919985519664,493.5266776768847,0.0,2094400493.5266776,0.0
17,EIB1N,9,59.78663758527364,-42.02685378028638,3755.748855769256,3881.371544252774,3.236554064748858,493.7804331382711,0.0,2094400493.7804327,0.0
17,EIB1N,10,59.7662054012856,-42.05644686624202,3757.281514878168,3881.371544252774,3.197066499813689,493.89111127974513,0.0,2094400493.8911116,0.0
17,EIB1S,1,59.61861815707333,-37.405812864117536,3746.718506323301,3871.218820378345,3.21604951390676,476.4977401117996,0.0,2094400476.49774,0.0
17,EIB1S,2,59.64252071339664,-37.31906660223233,3744.693327907663,3871.218820378345,3.268363229808763,476.1733090923489,0.0,2094400476.173309,0.0
17,EIB1S,3,59.66570107982879,-37.5285605550145,3744.037796502732,3871.218820378345,3.2852966927657183,476.9568164757542,0.0,2094400476.9568164,0.0
17,EIB1S,4,59.68872208900823,-37.32598025032573,3741.560544060503,3871.218820378345,3.349288230241935,476.1991661362183,0.0,2094400476.199166,0.0
17,EIB1S,5,59.63087379252856,-37.49230307937589,3746.263159278121,3871.218820378345,3.2278118829772637,476.8212135168658,0.0,2094400476.8212132,0.0
17,EIB1S,6,59.652163759631634,-37.255176110826575,3743.7481810691993,3871.218820378345,3.29277793955052,475.93435865449135,0.0,2094400475.9343584,0.0
17,EIB1S,7,59.63196808294483,-37.36286651866104,3745.6117013793946,3871.218820378345,3.244640120515707,476.3371207797922,0.0,2094400476.3371208,0.0
17,EIB1S,8,59.63420474179119,-37.24674550897676,3744.941260379149,3871.218820378345,3.2619587230373748,475.902828203573,0.0,2094400475.902828,0.0
17,EIB1S,9,59.63852689033625,-37.5741638423201,3746.10293498087,3871.218820378345,3.2319507422018403,477.12737277027713,0.0,2094400477.1273727,0.0
17,EIB1S,10,59.67185599214747,-37.35670795150813,3742.851543541404,3871.218820378345,3.315939573376929,476.3140877386404,0.0,2094400476.314088,0.0
17,EIB2,1,59.8178300802786,-43.46383622270287,7519.978736134953,7739.190261710895,2.832486580159121,998.3094949458174,0.0,4188800998.309495,0.0
17,EIB2,2,59.82397103236737,-43.57706074956559,7520.141320074716,7739.190261710895,2.830385792683107,999.1564144067504,0.0,4188800999.156415,0.0
17,EIB2,3,59.83626456240733,-43.33655242142358,7516.321279343189,7739.190261710895,2.879745487978693,997.3574121122484,0.0,4188800997.357412,0.0
17,EIB2,4,59.82356736290591,-43.37205904408581,7518.377205594978,7739.190261710895,2.853180354130522,997.6230016497618,0.0,4188800997.6230016,0.0
17,EIB2,5,59.82947692188349,-43.779304946853536,7521.180977481054,7739.190261710895,2.8169521210562243,1000.6692010024644,0.0,4188801000.669201,0.0
17,EIB2,6,59.80509808618063,-43.57038641960923,7522.671734219093,7739.190261710895,2.7976896828989006,999.106490418677,0.0,4188800999.1064906,0.0
17,EIB2,7,59.805155432196194,-43.55378249479626,7522.516445696904,7739.190261710895,2.79969620447206,998.982293061076,0.0,4188800998.982293,0.0
17,EIB2,8,59.823898493391006,-43.77917503130018,7521.945117873986,7739.190261710895,2.8070784732055776,1000.6682292341252,0.0,4188801000.668229,0.0
17,EIB2,9,59.82563009284313,-43.77539966599147,7521.674039709525,7739.190261710895,2.810581141511874,1000.6399895016162,0.0,4188801000.639989,0.0
17,EIB2,10,59.80975898559738,-43.5753304538338,7522.075914691281,7739.190261710895,2.805388415035781,999.1434717946768,0.0,4188800999.143472,0.0
20,EIB1N,1,59.59128628354604,-42.146722873630765,3729.404874177,3843.583613127964,2.9706323692551018,488.9428746324338,0.0,2072000488.942875,0.0
20,EIB1N,2,59.51360025249426,-41.91912593302186,3733.71466629544,3843.583613127964,2.858502842432281,488.1007659521809,0.0,2072000488.100766,0.0
20,EIB1N,3,59.565368990957445,-41.92632116925618,3730.2040536493664,3843.583613127964,2.9498398081244805,488.1273883262479,0.0,2072000488.127388,0.0
20,EIB1N,4,59.5317825249803,-41.8181537859284,3732.024084573299,3843.583613127964,2.90248736032768,487.72716900793495,0.0,2072000487.727169,0.0
20,EIB1N,5,59.53970668068223,-42.16749471687401,3733.0235369041247,3843.583613127964,2.8764842228543115,489.01973045243375,0.0,2072000489.0197303,0.0
20,EIB1N,6,59.50202729751695,-42.04880055535089,3735.080148286524,3843.583613127964,2.8229765698563543,488.5805620547983,0.0,2072000488.580562,0.0
20,EIB1N,7,59.52080899740422,-41.951846228992565,3733.365442966363,3843.583613127964,2.8675887207226447,488.2218310472725,0.0,2072000488.221831,0.0
20,EIB1N,8,59.51437090082936,-41.96701056555997,3733.873303108191,3843.583613127964,2.854375527178642,488.27793909257184,0.0,2072000488.277939,0.0
20,EIB1N,9,59.52986776521366,-42.00701023634162,3732.9887274246057,3843.583613127964,2.877389874533128,488.425937874464,0.0,2072000488.425938,0.0
20,EIB1N,10,59.51977748929572,-41.82961614968601,3732.8964645496144,3843.583613127964,2.879790313401589,487.7695797538382,0.0,2072000487.76958,0.0
20,EIB1S,1,59.51780493610014,-37.47802926578099,3713.819734304058,3835.476101964208,3.171871351195442,471.6687082833896,0.0,2072000471.6687083,0.0
20,EIB1S,2,59.52311243300899,-37.41249449077793,3713.168915404066,3835.476101964208,3.188839750494257,471.4262296158783,0.0,2072000471.4262297,0.0
20,EIB1S,3,59.51524035872321,-37.58406178285023,3714.4625889851327,3835.476101964208,3.155110598058547,472.0610285965458,0.0,2072000472.0610285,0.0
20,EIB1S,4,59.51524035872321,-37.58406178285023,3714.4625889851327,3835.476101964208,3.155110598058547,472.0610285965458,0.0,2072000472.0610285,0.0
20,EIB1S,5,59.448278293115024,-37.54549267315778,3718.8602464341584,3835.476101964208,3.0404531909435977,471.9183228906838,0.0,2072000471.9183228,0.0
20,EIB1S,6,59.52311243300899,-37.41249449077793,3713.168915404066,3835.476101964208,3.188839750494257,471.4262296158783,0.0,2072000471.4262297,0.0
20,EIB1S,7,59.49116972016439,-37.307972702610506,3714.883896148902,3835.476101964208,3.14412611653477,471.0394989996588,0.0,2072000471.039499,0.0
